ProductID,SubcategoryID,Product Name,Product Description,PriceEach,Cost,SKU,Active
943,57,Yellow Mustard ORG,,2.29,1.46,5452,Yes
944,57,Dijon Mustard ORG,,2.59,1.62,5453,Yes
945,41,"Sunscreen, Lahaina Organics",,18.89,10.78,2124,No
946,51,Olio Deodorant Tube,,8.92,4.49,2125,Yes
947,62,"Lemon, small, juicing, ORG",,0.34,0.18,9104,No
948,62,"Tomato, Heirloom, LOCAL",,4.62,3,9105,No
949,43,Taco Seasoning  ORG,Meatless Taco Seasoning,22.25,11.75,5500,Yes
950,23,Routine Deodorant BULK,,145.15,56,2126,Yes
951,62,"Spaghetti Squash, ORG",,1.98,1.33,9106,No
952,62,"Celery, Bunch ORG",,2.35,1.41,5501,No
953,13,All Purpose Unbleached Flour Beehive ORG,"Beehive, Central Milling",1.09,0.68,5502,Yes
954,7,Meliora Oxygen Brightener CONTAINER,,13.99,7,4089,Yes
955,7,Meliora Laundry Powder BULK,,6.75,4.05,4090,Yes
956,62,"Cucumber, LOCAL",,1.64,1,9107,No
957,62,"Celery, Cut Stalks ORG",,0.98,0.8,9108,No
958,36,Indian Spice Chai Tea ORG,,17.98,10.93,5602,No
959,17,"Popcorn - Red, White and Blue ORG",Organic yellow popcorn,1.93,1.13,100000025215,No
960,27,Gummy  Sours,"Gummy worms, albanese, made in USA",3.53,2.12,5604,No
961,17,WHLS- Quinoa White ORG 25lb bag,,64.71,55,W50266,Yes
962,33,"WHLS- Real Salt, 25lb Bag",Wholesale 50lb conventional,77.64,66,W50267,Yes
963,43,WHLS- Corriander Aunt Pattys 5lb,,22.35,19,W50268,Yes
964,43,WHLS- Paprika  5lb,,45.41,38.6,W50269,Yes
965,43,WHLS- Turmeric 5lb,,32.84,27.91,W50270,Yes
966,7,Meliora Oxygen Brightener BULK,,6.75,3.25,4091,Yes
967,34,Unpaste Toothpaste PACK - Fluoride,,8.39,4.37,2127,Yes
968,13,WHLS- White Artisan Flour 50lb Bag - ORG,central milling,36.47,31,5605,Yes
969,13,VOID,Central Milling,30.19,25.16,5607,No
970,66,"WHLS- TVP, Bobs Red Mill",,64.71,55.01,5608,Yes
971,25,"WHLS- TVP, Bobs Red Mill",,64.71,55.01,5608,Yes
972,17,"WHLS- Brown Rice, ORG",,35.58,30.25,100000025222,Yes
973,17,"WHLS- White Jasmine Rice, ORG",,55.32,47.03,5610,Yes
974,43,Rosemary Leaf,Organic rosemary leaf whole,14.9,7.5,5611,Yes
975,36,"Luscious Licorice Tea, ORG",Luscious licorice tea in jar,25.8,16,5612,No
976,40,"WHLS- Olive Oil Oil, 35lb, Extra Virgin ORG",Glory Bee Aunt Patty's,115.8,86.54,5613,Yes
977,62,Ginger Root ORG,,2.89,1.6,9109,No
978,24,Salsa del Diablo Hot Sauce,,10.49,7,5614,No
979,62,Blood Oranges,,1.19,1.08,9110,No
980,21,Cloth Scrubbies 3pk,Abrasive scrubby 3 pack,7.67,4.45,1077,No
981,20,Pad Thai Noodles GF ORG,Organic Shells,4.46,2.9,5615,Yes
982,46,Chocolate Covered Pretzels,Hayden Valley,3.59,2.12,5616,Yes
983,1,16oz BOTTLE ONLY - Amber,16oz clear boston round bottle,2.29,1.29,100000020913,Yes
984,62,Brussel Sprouts ORG,,3.29,2.82,9111,No
985,43,Chili Powder ORG,,20.84,10.42,5617,No
986,43,"Thyme, dried CONV",,14.29,8,5618,No
987,23,CBD Massage Oil,,58.2,36.2,2128,No
988,17,Hemp Seeds,,10.8,6.49,5619,Yes
989,41,"EcoSuds, powdered soap",,9.65,5.79,2129,Yes
990,43,"Garlic Powder, CONV",garlic powder,16.03,9.02,5620,Yes
991,43,Garam Masala CONV,garam masala,26.3,15.42,5621,No
992,43,"Cinnamon Korintji, ORG","Cinnamon, Grade A, from Glory Bee",14.89,6.82,5622,Yes
993,43,Cloves - Whole ORG,"whole cloves, frontier",42.71,25.63,5623,No
994,62,"Carrots, LOCAL",,4,3,9112,No
995,21,Cotton Unpaper Towels,Facial rounds from Eco Friendly Faith,23,17,1078,Yes
996,7,Meliora CONTAINER All Purpose Cleaning Flakes,,6.23,0.5,4092,No
997,62,"Brussel Sprouts, CONV",,2.69,1.75,9113,No
998,43,No Chicken Veggie Broth ORG,"Powdered ""chicken"" broth, vegetarian",14.23,9.25,5624,No
999,38,Pecans - Roasted ORG,,17.35,12.45,5625,Yes
1000,60,Cache Canning Carrots,,10,7,5626,Yes
1001,60,Cache Canning Onions,,10,7,5627,Yes
1002,43,Cinnamon Sticks ORG,"Cinnamon sticks, whole",14.5,10.2,5628,No
1003,57,Pasta Sauce - Roasted Garlic ORG,,4.49,2.66,5629,Yes
1004,57,Crushed Tomato - Basil ORG,,3.09,2.01,5630,Yes
1005,43,Star Anise ORG,whole star anise,19.45,11.67,5631,Yes
1006,1,"REFILL COMPONANT Epsom, 1lb",16oz clear boston round bottle,2.59,1.54,2130,Yes
1007,1,"REFILL COMPONANT  Lav. 2 in 1, 1lb",16oz clear boston round bottle,7.53,4.32,2131,Yes
1008,1,"REFILL COMPONANT  Aloe. 2 in 1, 1lb",,6.24,3.32,2133,Yes
1009,1,"REFILL COMPONANT  ES frag free lotion, 1lb",,7.37,4.42,2134,Yes
1010,1,"FILLED Earth Science, Fragrance Free, 16 oz",16oz clear bottle with pump,12,6.21,2135,Yes
1011,1,VOID,,7.37,4.42,2136,Yes
1012,1,FILLED Lavender 2 in 1,16oz clear bottle with pump,12,6.11,2137,Yes
1013,1,"FILLED Aloe 2 in 1, 16 oz",16oz clear bottle with pump,10,5.11,2138,Yes
1014,51,"Olio, Rose Hydrosol, 2oz",,11.89,5.99,2140,No
1015,51,"Olio, Face & Body Oil, 2oz",,19.89,9.99,2141,No
1016,51,"Olio, Rosey Face Mask, 2oz",,12.89,6.49,2142,No
1017,1,"FILLED Epsom Salt, 16oz",,4,3.43,2143,Yes
1018,62,"Mixed Spring Greens, LOCAL",,8.29,4.9,9114,No
1019,62,"Sunflower Sprouts, LOCAL",Frog Bench Farms,62,40,9115,No
1020,73,"Pepper Jack, Vegan Cheese by Seasons",,9.99,6.49,5632,Yes
1021,73,"Provolone, Vegan Cheese by Seasons",,9.99,6.49,5633,Yes
1022,73,"Cheddar, Vegan Cheese by Seasons",,9.99,6.49,5634,Yes
1023,73,"Mozzarella, Vegan Cheese by Seasons",,9.99,6.49,5635,Yes
1024,74,VOID - NO COST RECORDING,,2.75,1.79,5637,No
1025,27,Crunchies - Sweet Hazel,,2.25,1.3,5639,Yes
1026,27,PB Cups - Sweet Hazel,,2,1.14,5638,Yes
1027,74,"Cocoa Bombs, vegan by Sweet Hazel",,7.49,4.87,5643,Yes
1028,74,"Peppermint Bark, vegan by Sweet Hazel",,24,16.8,5640,Yes
1029,74,"Peanut Brittle, vegan by Sweet Hazel, LOCAL",,18,12.6,5642,Yes
1030,74,"Toffee, vegan by Sweet Hazel, LOCAL",,18,12.6,5641,Yes
1031,18,Small Red Chili Beans ORG,"Organic black turtle beans, triple washed",4.29,2.87,5644,No
1032,62,Navel Orange ORG,,1.23,0.76,9116,No
1033,43,Dill Weed,organic dill weed,23,11.95,5645,No
1034,4,32oz Mason Jar - Wide Mouth,32oz regular mouth clear mason jar,1.98,1.1,7019,Yes
1035,4,16oz Mason Jar - Wide Mouth,16oz regular mouth clear mason jar,1.89,0.89,7020,No
1036,27,Snix - Sweet Hazel,,2.75,1.79,5650,Yes
1037,62,"Spaghetti Squash, CONV",,0.99,0.5,9117,Yes
1038,62,"Carrots, Loose tri-color",,1.78,1.09,9118,No
1039,21,Soap Dish - Small Square,,4,2,1079,Yes
1040,21,Soap Dish - Large Rectangle,,5,2.5,1080,Yes
1041,15,Tongue Scraper,,5.99,2.5,1081,Yes
1042,17,Flax Meal,Organic Brown Flax Meal,3.84,2.03,5652,Yes
1043,38,Salt & Pepper Cashews ORG,"organic cashews,",14.69,9.75,5653,Yes
1044,18,Pinto Beans,Sustainably grown pinto beans,1.85,1.2,5654,Yes
1045,75,"Dog Biscuit, Drool BULK",,49.9,38,5655,Yes
1046,75,Cloth Bag for Drool,,0.75,0.5,1082,No
1047,75,"Dog Biscuit Bundle, Chicken Soup",,6.99,4.55,5656,No
1048,75,"Dog Biscuit, Mini M’ Bones, BULK, Drool",,52,35.67,5657,Yes
1049,75,"Dog Biscuit, Mini M'Bones, CONTAINER, Drool",,14.99,11.19,5658,Yes
1050,75,"Dog Biscuit Bundle, Steak & Potato",,6.99,4.86,5659,No
1051,76,Cat Litter Bag - 50 Pack,,13.99,7.97,1083,Yes
1052,76,Cat Litter Bag Holder,,13.89,7.5,1084,Yes
1053,76,Cat Toy - Pyramid,,5.99,3,1085,Yes
1054,76,Cat Toy - Sting Ray,,11.99,6,1086,Yes
1055,76,Dog Poop Bags - 15 Pack,,2.08,1.08,1087,Yes
1056,76,Dog Poop Bag Holder,,9.89,5,1088,Yes
1057,76,Dog Bone Toy- Small,,13.99,7.69,1089,Yes
1058,76,Dog Bone Toy - Large,,18.99,10.99,1090,Yes
1059,57,Coconut Oil In Jar ORG,,12.98,11.46,5661,No
1060,76,Pet Shampoo Bar,,5.98,3,1091,Yes
1061,17,Roasted & Salted Sunflower Seeds ORG,Organic Roasted Salted Sunflower Seeds,5.58,3.35,5662,Yes
1062,2,Sprayer Only - White Heavy Duty,Trigger Sprayer black plastic sold seperate,1.49,0.9,7021,Yes
1063,2,Cap - Aluminum,Trigger Sprayer black plastic sold seperate,0.3,0.13,7022,Yes
1064,67,Cleaner Bombs - Toilet - Cat - Etc,,0.5,0.3,4093,Yes
1065,74,"Cookie Dough Hearts, Vegan",,2.25,1.95,5663,Yes
1066,34,Ruut Goods Toothpaste CONTAINER,,9.99,6.01,2144,Yes
1067,34,Ruut Goods Mouthwash CONTAINER,,9.99,6.01,2145,Yes
1068,34,Ruut Goods Toothpaste BULK,,92.88,60.37,2146,Yes
1069,34,Ruut Goods Mouthwash BULK,,123.95,80.56,2147,Yes
1070,60,Cache Canning Taqueria Carrots,,10,7,6090,Yes
1071,62,Mandarin w/ Stem&Leaf ORG,Frog Bench Farms,2.69,1.98,9119,No
1072,17,WHLS- Quick Oats 50lb Bag,50lb Bag of conv. quick oats,35.12,29.86,W50272,Yes
1073,24,Salsa del Diablo Pico Lima,,7.89,4.8,5664,Yes
1074,11,Cocoa Powder 22-24% Dutch Processed,,7.91,4.75,5665,Yes
1075,43,Lemon Pepper ORG,organic dill weed,24,13.62,5666,Yes
1076,77,Sauerkraut,,8.1,4.37,5667,Yes
1077,11,WHLS- Carob Chips 26.5lb,white chocolate chunks,73.98,62.89,5668,Yes
1078,17,Couscous ORG,,3.45,2.24,5669,Yes
1079,78,"Brownie Mix, GF, Snacktivist",,7.95,3.95,5660,Yes
1080,78,"Falafel Mix GF, Snacktivist",,7.95,3.95,100000025239,Yes
1081,34,Floss Container - Georganics,,6.9,4.14,2148,Yes
1082,34,Floss Refills - Georganics,,8.9,5.34,2149,Yes
1083,62,"Pears, D'Anjou, ORG",,1.79,1.07,9120,No
1084,43,"Ginger, ground",Organic ground ginger root,15.49,7.6,5671,No
1085,62,Opal Apples CONV EA,,0.99,0.65,5672,No
1086,62,"Apples, Granny Smith, CONV",,1.87,0.93,5673,Yes
1087,62,Cantaloupe CONV,,2.89,1.75,9121,No
1088,17,Basmati Rice - Sustainably Grown,,2.71,1.76,5674,Yes
1089,17,Short Grain Sushi Rice - Sustainably Grown,,2.03,1.32,5675,Yes
1090,8,Red Wine Vinegar BULK ORG,OOS Organic Napa Valley Balsamic Vinegar,8.46,5.5,5676,Yes
1091,55,Hans Bottle RETURN,1/2 Gallon Milk Bottle Deposit coupon,0.25,0,3688HANS,No
1092,62,Navel Oranges,,0.89,0.58,9122,No
1093,62,"Short Sale, Strawberries",,2,1.99,9123,No
1094,67,Meliora All Purpose Cleaner Tabs,,4.99,2.5,100000023310,Yes
1095,29,"Date Rolls Coconut, ORG",Fancy Medjool dates,6.99,5.28,5677,Yes
1096,38,Raw Walnuts ORG,"organic cashews, UNFI",9.24,5.94,5678,Yes
1097,78,"Focaccia Mix GF, Snacktivist",,7.95,3.95,5679,Yes
1098,27,Cookie Dough Jar - Sweet Hazel,,7.98,5.2,5680,Yes
1099,43,Fennel Seed ORG,,11.25,7.25,7070,Yes
1100,57,"Black  Olives, Natural Value",,2.96,1.47,5681,Yes
1101,44,All Good Sunscreen BULK,,42.4,28.61,2150,Yes
1102,44,All Good Sunscreen Tinted Balms 1oz,,9.69,5.49,2151,Yes
1103,44,All Good Sunscreen Butter 1oz,,8.79,4.99,2152,Yes
1104,43,Red Chili Pepper Flakes,"Red chili peppers, flakes",14.06,5.56,5682,Yes
1105,43,Nutmeg - Ground ORG,Ground Organic Nutmeg,49,26.11,5683,Yes
1106,47,WHLS SIMPLE ALOE GEL 5Gallon,,166.47,141.5,100000023570,Yes
1107,24,Salsa del Diablo Tomatillo GUACAMOLE,,10.49,7,100000023600,Yes
1108,9,CoffeeSock 32 oz Cold Brew Kit,,17.68,13.35,1092,Yes
1109,29,Dried Mango Cheeks CONV,Dried Mango,9.37,5.8,5684,No
1110,11,WHLS- Citric Acid 50 LB,Citric Acid,83.12,70.65,100000023679,Yes
1111,47,WHLS 2.5 Gallon Sapadilla,,75.02,75.02,100000023709,Yes
1112,47,WHLS 2.5 Gallon Carboy,,5,,100000023730,Yes
1113,23,"Jojoba oil, expeller pressed",,12.29,7.5,2153,Yes
1114,40,"Coconut Oil, ORG 12oz Glory Bee",,6.29,4.11,2685,Yes
1115,1,"Atomizer Bottle, Amber",,7.49,4.89,7023,Yes
1116,20,"Macaroni, Elbow pasta ORG",,2.59,1.45,5686,Yes
1117,62,"Braising Mix, LOCAL",,8.29,4.9,9124,No
1118,62,"White and Purple Bell Peppers, LOCAL",,7.3,4,9125,No
1119,3,"Compostable bags, Tall, Food waste",,6.39,3.9,7024,Yes
1120,3,"Compostable Bags, 33 Gal",,7.48,4.69,7025,Yes
1121,7,"Tru Earth Laundry Sheets, 32 Loads",,18.89,12.93,4094,Yes
1122,43,"Parsley, ORG",,25.14,13.27,5688,Yes
1123,27,Caramel Apple- Sweet Hazel,,7.5,4.88,100000023976,Yes
1124,79,Z Nectar Artisan Beverage,,3.97,2.62,5689,Yes
1125,36,Earl Grey Tea DECAF,Organic earl grey tea in jar,29.29,18.5,5690,Yes
1126,9,"CoffeeSock 32 oz, JUST SOCK",,12.99,8.24,1093,Yes
1127,11,Maple Toasted Coconut Chips ORG,,8.85,5.75,100000025246,Yes
1128,17,Wild Rice Blend Organic,Lundberg Wild Rice Blend,5.97,3.88,5691,No
1129,21,Silicone Baking Mat,,10,5,1094,Yes
1130,60,"Cache Canning Jam, Mustards and Relish",,8,5.6,5692,Yes
1131,49,Test Product,,13.85,9,5693,No
1132,80,Kings Peak Coffee,,13.84,9,5694,Yes
1133,80,Kings Peak Coffee DECAFFINATED,,16.12,11,5695,Yes
1134,3,Facial Care Kit,,21,10.83,7027,Yes
1135,1,"Mug, Black",,3.37,2.67,7028,Yes
1136,3,Hot Cocoa Bomb and Mug,,12.89,7.55,7029,Yes
1137,43,"Orange Peel, ORG",,18.2,10.24,5696,Yes
1138,43,"Lemon Peel, ORG",,19.12,12.92,5697,Yes
1139,3,Self Care Kit,,21,10.83,1095,Yes
1140,21,"Tea Towel,  Origin Creations",Hand held scrubber for cleaning dishes,6.29,3.25,1096,Yes
1141,21,"Soap Bag, Eco",,4.98,2.81,1097,Yes
1142,21,"Bread Bag, Eco",,4.98,2.96,1098,Yes
1143,21,"Tiffin, Stainless Steel",To Go Ware utelsil set,21.98,13.75,1100,Yes
1144,21,To Go Ware 2 Tier Tiffin,To Go Ware Tiffin,28.65,13.75,1101,Yes
1145,1,FILLED Bac - D hand sanitizer,16oz aluminum bottle with pump,3.26,1.97,7030,Yes
1146,38,Tamari Almonds,Cinnamon roasted almonds from Almond Brothers,10.98,9.57,5698,Yes
1147,17,"Popcorn, Yellow",,1.99,1.2,5699,No
1148,18,Kidney Beans,"Organic black turtle beans, triple washed",2.58,1.68,5700,Yes
1149,43,Cardamom ORG,Ground Frontier Cardamom,71.98,35.99,5701,Yes
1150,67,"Ecos Kitchen and Bathroom Cleaner, Parsley",,5.26,3.08,4095,Yes
1151,43,Fenugreek ORG,Ground Frontier Cardamom,9.89,5.83,5702,Yes
1152,36,Turmeric Chai ORG,Organic earl grey tea in jar,19.89,13.56,5703,Yes
1153,75,"Dog Biscuit, Animal Crackers Box, Drool",,7.99,5.59,1102,Yes
1154,75,"Dog Biscuit, Chicken Soup Cloth Bag, Drool",,8.19,6.29,1103,Yes
1155,75,"16 oz Dog Biscuit Glass Jar, Drool",,16.99,13.13,1104,Yes
1156,75,"Dog Biscuit, Taco Tuesday Cloth Bag, Drool",,7.99,6.29,1105,Yes
1157,37,"Glass Canister Metal Lid, 76 oz",,9.48,5.5,7031,Yes
1158,37,"Glass Canister Metal Lid, 56 oz",,8.18,4.5,7032,Yes
1159,37,"Glass Canister Metal Lid, 46 oz",,5.48,3,7033,Yes
1160,37,"Glass Canister Metal Lid, 31 oz",,4.48,2,7034,Yes
1161,37,"Polka Dot Glass Canister, 33oz",,6.48,3.07,7035,Yes
1162,37,"Polka Dot Glass Canister, 43oz",,7.78,4.29,7036,Yes
1163,1,16oz Spray Bottle - Clear (White Sprayer),16oz glass spray bottle,3.69,2.19,7037,Yes
1164,51,Olio Shampoo Bar,,27,17,2154,Yes
1165,43,Allspice ORG Whole,Organic ground allspice 1 lb,31.24,14.6,5999,Yes
1166,40,BLEND Olive Oil ORG and Avocado Oil,Organic Aunt Patty's Olive Oil,6.89,5.1,5704,No
1167,17,Rice - Jasmine White,,2.38,1.43,5799,Yes
1168,40,"WHLS - Avocado Oil, Gallon, Glory Bee",,49.12,40.78,W50274,Yes
1169,43,"Cumin, Ground",ground cumin seed,14.5,7.64,5706,Yes
1170,7,Stain Stick Wild Waters Soapery,,2.69,1.5,4096,Yes
1171,57,Diced Tomato with Green Chillies - ORG,,2.49,1.48,100000025109,Yes
1172,38,"Peanut Butter, ORG Freshly Ground",dry roasted organic peanuts,5.89,2.99,5707,Yes
1173,24,Salsa del Diablo HOT BLOODED,,10.49,7,100000025154,Yes
1174,76,Cat Food CASE,Natural Value,25.47,16.56,1106,Yes
1175,12,Maple Syrup ORG CONTAINER,Organic Coombs maple syrup,13.67,10.28,5708,Yes
1176,42,ShiKai Shampoo - Everyday Shampoo,Shikai color care shampoo in BULK,7.5,4.5,2155,Yes
1177,12,Honey CONVENTIONAL,organic clover honey,4.15,2.49,5709,No
1178,40,Olive Oil - Extra Virgin,Organic Aunt Patty's Olive Oil,6.78,4.07,5710,Yes
1179,17,"Corn Grits, polenta , Bobs Red Mill",,3.26,1.96,5712,Yes
1180,29,"Banana Chips, Sweetened",Banana Chips,2.98,1.76,5713,Yes
1181,23,Routine Deodorant JAR,,24,12,2156,Yes
1182,21,Bamboo Facial Rounds,,10,5,1107,Yes
1183,43,Mama's Garlic Spice Blend ORG,,21.33,13.71,5714,Yes
1184,60,"Cache Canning, Kimchi Golden",,10,7,5720,Yes
1185,75,"12 oz Dog Biscuit Glass Jar, Drool",,12.99,9.89,8000,Yes
1186,7,"Tru Earth Laundry Sheets, EACH",,0.88,0.47,4098,Yes
